Date,Dividends
1993-09-20 00:00:00+01:00,10.5
1994-03-14 00:00:00+00:00,17.0
1994-09-12 00:00:00+01:00,10.75
1995-03-13 00:00:00+00:00,17.75
1995-09-18 00:00:00+01:00,11.25
1996-03-18 00:00:00+00:00,19.75
1996-09-16 00:00:00+01:00,12.5
1997-03-17 00:00:00+00:00,22.5
1997-09-15 00:00:00+01:00,13.500001
1998-03-16 00:00:00+00:00,25.0
1998-09-14 00:00:00+01:00,14.0
1999-03-29 00:00:00+01:00,28.0
1999-09-06 00:00:00+01:00,14.200001
2000-03-06 00:00:00+00:00,29.1
2000-09-04 00:00:00+01:00,15.29
2001-02-21 00:00:00+00:00,31.46
2001-08-22 00:00:00+01:00,16.1
2002-02-20 00:00:00+00:00,33.199997
2002-08-21 00:00:00+01:00,14.7
2003-02-19 00:00:00+00:00,28.5
2003-08-20 00:00:00+01:00,15.449999
2004-02-18 00:00:00+00:00,29.4
2004-08-11 00:00:00+01:00,16.0
2005-02-09 00:00:00+00:00,34.3
2005-08-10 00:00:00+01:00,21.9
2006-02-08 00:00:00+00:00,51.8
2006-08-09 00:00:00+01:00,26.6
2007-02-07 00:00:00+00:00,63.0
2007-08-08 00:00:00+01:00,25.3
2008-02-06 00:00:00+00:00,67.7
2008-08-06 00:00:00+01:00,27.8
2009-02-04 00:00:00+00:00,104.799995
2009-08-05 00:00:00+01:00,36.0
2010-02-03 00:00:00+00:00,105.4
2010-08-04 00:00:00+01:00,44.9
2011-02-02 00:00:00+00:00,116.700005
2011-08-03 00:00:00+01:00,51.899998
2012-02-15 00:00:00+00:00,123.59999
2012-08-08 00:00:00+01:00,58.1
2013-02-13 00:00:00+00:00,120.50001
2013-08-14 00:00:00+01:00,59.2
2014-02-19 00:00:00+00:00,116.799995
2014-08-13 00:00:00+01:00,53.100002
2015-02-19 00:00:00+00:00,125.0
2015-08-13 00:00:00+01:00,57.5
2016-02-18 00:00:00+00:00,131.0
2016-08-11 00:00:00+01:00,68.7
2017-02-16 00:00:00+00:00,150.2
2017-08-10 00:00:00+01:00,68.9
2018-02-15 00:00:00+00:00,133.59999
2018-08-09 00:00:00+01:00,68.4
2019-02-28 00:00:00+00:00,146.8
2019-08-08 00:00:00+01:00,71.9
2020-02-27 00:00:00+00:00,146.4
2020-08-13 00:00:00+01:00,69.6
2021-02-25 00:00:00+00:00,137.4
2021-08-12 00:00:00+01:00,64.8
2022-02-24 00:00:00+00:00,145.29999
2022-08-11 00:00:00+01:00,76.4
2023-02-23 00:00:00+00:00,162.8
2023-08-10 00:00:00+01:00,71.8
2024-02-22 00:00:00+00:00,156.0
2024-08-08 00:00:00+01:00,77.600006
2025-02-20 00:00:00+00:00,168.0
2025-08-07 00:00:00+01:00,76.700005
