Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-14 00:00:00-04:00,88.76334688130603,90.46848186201481,88.64092727609454,89.60279846191406,19017400,0.0,0.0
2020-09-15 00:00:00-04:00,89.83017166736465,89.93509896828907,86.69096537777409,86.81338500976562,23683000,0.0,0.0
2020-09-16 00:00:00-04:00,86.9445404745304,88.4310682128324,86.35867420942998,87.18063354492188,19270600,0.0,0.0
2020-09-17 00:00:00-04:00,86.30621174283391,86.86584623671588,85.44052817751168,86.18379211425781,18290100,0.0,0.0
2020-09-18 00:00:00-04:00,85.59792335324633,86.99700954802684,85.20443265424748,86.00016021728516,20121600,0.0,0.0
2020-09-21 00:00:00-04:00,83.24569301121889,83.98896348831138,82.03898259738543,83.34188079833984,28378800,0.0,0.0
2020-09-22 00:00:00-04:00,83.03584613469232,83.64795094685135,81.90783098549193,82.43248748779297,19257000,0.0,0.0
2020-09-23 00:00:00-04:00,82.87846518402641,83.37688996215284,81.02467805833477,81.0946273803711,19952700,0.0,0.0
2020-09-24 00:00:00-04:00,80.72734863968655,82.45872235969632,79.90538259700455,81.024658203125,18366500,0.0,0.0
2020-09-25 00:00:00-04:00,80.49124465511197,81.95154043711845,80.33384706552414,81.7329330444336,13293100,0.0,0.0
2020-09-28 00:00:00-04:00,83.1232813387325,84.75846720450667,82.50243708074179,84.08515930175781,20894100,0.0,0.0
2020-09-29 00:00:00-04:00,83.97147397101809,83.97147397101809,82.48494630982118,83.37686157226562,12848200,0.0,0.0
2020-09-30 00:00:00-04:00,83.37685425428784,84.99454754863343,83.29815879893592,84.18132781982422,16400600,0.0,0.0
2020-10-01 00:00:00-04:00,84.92459990924004,85.49297377704583,83.97146823498838,84.7934341430664,15778700,0.0,0.0
2020-10-02 00:00:00-04:00,83.28942196794891,86.21001371973868,83.14951002537836,85.59791564941406,15149600,0.0,0.0
2020-10-05 00:00:00-04:00,86.7717099976354,87.59247603739234,86.07449955669992,87.40714263916016,13871900,0.9,0.0
2020-10-06 00:00:00-04:00,88.31616028327318,89.0133707128966,86.05685024630864,86.50694274902344,19220400,0.0,0.0
2020-10-07 00:00:00-04:00,87.336527940778,88.56326320406421,87.08058944748653,88.0160903930664,16358500,0.0,0.0
2020-10-08 00:00:00-04:00,88.70446698589608,89.94885007092154,88.16611480350365,89.8252944946289,15659000,0.0,0.0
2020-10-09 00:00:00-04:00,90.01946852671111,90.11654888437249,88.35146126620168,89.31343078613281,13689100,0.0,0.0
2020-10-12 00:00:00-04:00,89.22518644637351,90.9020211936889,89.00455047260242,90.40779876708984,16058000,0.0,0.0
2020-10-13 00:00:00-04:00,90.90201262188636,91.0961733378202,88.4838444626988,88.94276428222656,21697300,0.0,0.0
2020-10-14 00:00:00-04:00,89.16339804932277,89.95768880718214,88.34263205508056,88.44853973388672,15204100,0.0,0.0
2020-10-15 00:00:00-04:00,87.46010187068117,89.82531986576862,87.40715138967816,89.77236938476562,17171200,0.0,0.0
2020-10-16 00:00:00-04:00,89.49877546467444,90.31071419435533,88.88981805077614,89.58702850341797,13275000,0.0,0.0
2020-10-19 00:00:00-04:00,89.6664402503318,89.90473082442192,87.86605026066712,88.07786560058594,11725700,0.0,0.0
2020-10-20 00:00:00-04:00,88.52798303002108,89.81649641173601,88.36030425519367,88.58094024658203,11257100,0.0,0.0
2020-10-21 00:00:00-04:00,88.57209599016251,89.12809615819678,87.66307695673473,87.69837951660156,10730500,0.0,0.0
2020-10-22 00:00:00-04:00,87.65423590240964,91.11380542811969,87.64540858050702,90.79608917236328,14837200,0.0,0.0
2020-10-23 00:00:00-04:00,91.34328065001472,92.18169454238132,90.84023096793983,91.61686706542969,15087600,0.0,0.0
2020-10-26 00:00:00-04:00,90.59311424293178,90.63723738898588,88.475007967382,89.34872436523438,12410700,0.0,0.0
2020-10-27 00:00:00-04:00,88.70447255374025,89.06631198323109,87.51303985997752,87.66307067871094,10391700,0.0,0.0
2020-10-28 00:00:00-04:00,86.04802405084808,86.75406181329329,84.78598609543798,85.2007827758789,16389500,0.0,0.0
2020-10-29 00:00:00-04:00,84.83010045428041,86.47163222823531,84.05345771108307,85.75676727294922,14208800,0.0,0.0
2020-10-30 00:00:00-04:00,86.40986889502,86.85996139654779,84.92719500385343,86.52459716796875,15194500,0.0,0.0
2020-11-02 00:00:00-05:00,87.7160179813223,89.03100621165879,86.36572719492167,88.47500610351562,15011600,0.0,0.0
2020-11-03 00:00:00-05:00,90.91966431431808,92.43764081113707,90.62842996158787,91.26386260986328,17482600,0.0,0.0
2020-11-04 00:00:00-05:00,89.13691387985115,90.08123537142555,87.31004868649606,88.47500610351562,18886500,0.0,0.0
2020-11-05 00:00:00-05:00,89.18986750516895,92.75534499459526,89.13691703583504,92.09343719482422,17837400,0.0,0.0
2020-11-06 00:00:00-05:00,92.69356442198468,92.75534221211245,90.3636495753455,90.86669921875,12552800,0.0,0.0
2020-11-09 00:00:00-05:00,99.86867537078798,104.93447569541065,97.38872232353125,103.16938781738281,47792400,0.0,0.0
2020-11-10 00:00:00-05:00,103.56650491305663,103.65475793901338,101.21894210289072,102.83399200439453,20539300,0.0,0.0
2020-11-11 00:00:00-05:00,103.16055374835581,103.2223315507169,100.57469990676915,101.29838562011719,14443400,0.0,0.0
2020-11-12 00:00:00-05:00,99.31265293034902,100.57469083614116,98.89785626621614,100.05399322509766,22063000,0.0,0.0
2020-11-13 00:00:00-05:00,101.2277682287728,101.3689784646464,100.23049618769541,100.68059539794922,11847900,0.0,0.0
2020-11-16 00:00:00-05:00,103.95482153478731,104.67850708764816,102.1367836970995,103.52237701416016,19858600,0.0,0.0
2020-11-17 00:00:00-05:00,101.83672014901519,102.76339375594013,101.12186188458836,102.47215270996094,14553200,0.0,0.0
2020-11-18 00:00:00-05:00,103.55768622194746,104.67852061816922,101.66904302930395,101.71317291259766,12571200,0.0,0.0
2020-11-19 00:00:00-05:00,100.76883232229568,102.2162033422856,100.22165284565615,101.98674011230469,10202500,0.0,0.0
2020-11-20 00:00:00-05:00,100.9894662829653,102.06617057217957,100.68939795211983,101.11302185058594,12718900,0.0,0.0
2020-11-23 00:00:00-05:00,102.4192070122707,104.29019549191246,101.99558304081384,104.02543640136719,13209200,0.0,0.0
2020-11-24 00:00:00-05:00,105.96702939986993,108.994154777599,105.64931310639066,108.83529663085938,20121600,0.0,0.0
2020-11-25 00:00:00-05:00,107.11434769025323,108.00571211574771,106.32005689200682,107.69682312011719,11715600,0.0,0.0
2020-11-27 00:00:00-05:00,107.67033186418293,107.97922081385978,106.85839327266832,106.98194885253906,5983600,0.0,0.0
2020-11-30 00:00:00-05:00,105.90525117620375,106.5406837605849,103.93717562920516,104.03425598144531,14411800,0.0,0.0
2020-12-01 00:00:00-05:00,106.20530612583715,107.29966516694462,105.57870090388121,105.67578125,12668900,0.0,0.0
2020-12-02 00:00:00-05:00,105.64046432390694,107.94390361707953,105.2609703134114,107.70561981201172,10811300,0.0,0.0
2020-12-03 00:00:00-05:00,107.53796316998944,107.57326573079874,106.22297476289937,106.9996109008789,12904400,0.0,0.0
2020-12-04 00:00:00-05:00,108.09396026746505,108.80881854241316,107.39674990468104,107.97039794921875,13583700,0.0,0.0
2020-12-07 00:00:00-05:00,106.92016948379111,107.8203610857389,106.0905762598169,107.56442260742188,9724300,0.0,0.0
2020-12-08 00:00:00-05:00,106.82310026828209,107.96158255598236,106.57598908644476,107.67034149169922,9592100,0.0,0.0
2020-12-09 00:00:00-05:00,108.70291289332589,108.81764789098895,106.29357220824457,106.83192443847656,13073900,0.0,0.0
2020-12-10 00:00:00-05:00,105.8964130197815,106.59362332669117,105.51691897255913,106.14352416992188,13668400,0.0,0.0
2020-12-11 00:00:00-05:00,104.96975680541352,105.92289894743905,104.4667071323287,105.51692962646484,9981600,0.0,0.0
2020-12-14 00:00:00-05:00,107.08784158472909,107.15844669161088,104.23722941043117,104.40491485595703,12112400,0.0,0.0
2020-12-15 00:00:00-05:00,105.27864882626852,106.69954485750677,104.68734610683451,106.18766784667969,12590200,0.0,0.0
2020-12-16 00:00:00-05:00,106.1700298510973,106.8584129897589,105.78170839512396,106.49656677246094,11169400,0.0,0.0
2020-12-17 00:00:00-05:00,107.0172463369355,107.18492505408541,105.5345727154792,105.61399841308594,11618000,0.0,0.0
2020-12-18 00:00:00-05:00,105.14627322999614,105.79935379044714,104.37845766031678,105.09332275390625,28954800,0.0,0.0
2020-12-21 00:00:00-05:00,108.70292096940487,110.31797778009141,106.86722820315813,109.03829193115234,28323600,0.0,0.0
2020-12-22 00:00:00-05:00,108.89707331979763,109.01180158389401,107.32614651424564,107.37909698486328,11788200,0.0,0.0
2020-12-23 00:00:00-05:00,108.35872699701183,111.65943893314801,107.97923289259398,110.37975311279297,14973200,0.0,0.0
2020-12-24 00:00:00-05:00,110.39740549238664,110.80338158325517,109.05594182091606,109.89435577392578,4164900,0.0,0.0
2020-12-28 00:00:00-05:00,111.04165834063639,111.77417129541006,110.13263932283822,110.61803436279297,8072600,0.0,0.0
2020-12-29 00:00:00-05:00,111.37702768469137,111.44763280646374,110.22089743208753,110.3268051147461,8389200,0.0,0.0
2020-12-30 00:00:00-05:00,110.75041704914102,111.0681333485521,110.22971945099628,110.63568878173828,7398000,0.0,0.0
2020-12-31 00:00:00-05:00,110.39739680101465,112.37429969097325,110.15911294609288,112.14483642578125,8580200,0.0,0.0
